-118.21,-216.38
-118.21,-216.38
-118.21,-216.38
-118.21,-216.38
-118.09,-215.73
-117.97,-214.99
-117.88,-214.26
-117.88,-214.26
-117.88,-214.26
-117.98,-213.62
-118.21,-212.81
-119.07,-216.59
-118.48,-212.06
-118.7,-211.27
-117.69,-210.51
-118.95,-210.54
-119.19,-209.76
-119.44,-208.97
-119.65,-208.11
-119.65,-208.11
-119.83,-207.43
-120.01,-206.71
-120.28,-206.01
-120.53,-205.31
-120.77,-204.6
-121,-203.82
-121.26,-203.11
-121.47,-202.27
-121.65,-201.49
-121.8,-200.76
-121.99,-200.08
-122.09,-199.32
-122.22,-198.61
-122.4,-197.82
-122.4,-197.82
-122.59,-197.15
-122.59,-197.15
-122.59,-197.15
-122.59,-197.15
-123.33,-196.91
-124.05,-196.74
-124.81,-196.57
-125.49,-196.42
-126.19,-196.26
-126.84,-196.13
-127.6,-196.14
-128.19,-196.37
-128.93,-196.75
-129.55,-197.13
-130.15,-197.49
-130.78,-197.88
-131.4,-198.27
-132.02,-198.61
-132.82,-198.97
-132.82,-198.97
-133.56,-199.27
-133.56,-199.27
-134.23,-199.35
-135.04,-199.42
-135.92,-199.41
-136.75,-199.25
-137.51,-199.11
-138.32,-198.92
-139.16,-198.77
-139.16,-198.77
-139.9,-198.64
-139.9,-198.64
-140.64,-198.52
-141.36,-198.42
-142.14,-198.23
-142.87,-198.06
-143.66,-197.92
-144.37,-197.79
-145.18,-197.66
-145.89,-197.58
-146.67,-197.43
-147.43,-197.29
-148.18,-197.12
-148.93,-196.97
-149.62,-196.79
-150.35,-196.59
-151.08,-196.41
-151.08,-196.41
-151.81,-196.26
-152.43,-196.12
-153.09,-195.99
-153.85,-195.83
-154.54,-195.69
-155.28,-195.5
-155.99,-195.31
-156.73,-195.11
-157.41,-194.94
-158.21,-194.75
-158.91,-194.58
-159.61,-194.4
-160.31,-194.24
-161.04,-194.05
-161.73,-193.9
-162.54,-193.72
-163.34,-193.55
-163.34,-193.55
-164.2,-193.43
-164.89,-193.5
-165.58,-193.9
-166.19,-194.39
-166.19,-194.39
-166.83,-194.88
-167.37,-195.31
-167.98,-195.77
-168.55,-196.25
-169.15,-196.74
-169.71,-197.2
-170.35,-197.77
-170.35,-197.77
-170.86,-198.24
-171.23,-198.79
-171.29,-199.47
-171.29,-199.47
-171.41,-200.35
-171.57,-201.07
-171.74,-201.84
-171.85,-202.55
-172.03,-203.37
-172.15,-204.05
-172.31,-204.82
-172.45,-205.54
-172.6,-206.27
-172.76,-206.99
-172.94,-207.74
-173.07,-208.47
-173.23,-209.16
-173.38,-209.88
-173.59,-210.64
