index,time,x,y,地磁Y,地磁Z,磁偏角,气压,步长,单步转动角,偏航角,俯仰角,滚转角
10474,4050.28,15.5870445961184,-24.899518737634,10.338366583903,-36.92396997516,-1.29779628820583,995.724976,0.76569077443037,0.118813815934792,-0.319172,-0.083653,-0.174119
10502,4050.62,15.5648313115742,-24.362863292885,10.607935950001,-36.457454822238,-1.28764665359472,995.730896,0.537114975018321,-0.0673669809236628,-0.074508,-0.076892,-0.114775
10532,4050.99,15.5368179703321,-23.6857243453756,9.522607353498,-35.526873250608,-1.30891262998268,995.757019,0.67771815788113,-2.18893917866708E-05,-0.099707,-0.040008,-0.140104
10557,4051.3,15.5394713722723,-23.4373349913256,11.845422209838,-34.918256879862,-1.24374557565348,995.771851,0.248403526036246,-0.0520285986674454,0.050191,-0.073154,-0.148594
10587,4051.67,15.5575259590471,-22.7160279863294,11.039741813484,-35.140014064214,-1.26639584622499,995.791687,0.721532926178817,-0.0143431284236538,-0.211827,-0.094009,-0.144076
10613,4051.99,15.5712195964742,-22.1912053847448,12.498182945988,-34.888818365907,-1.22680953257986,995.802002,0.525001217941466,-0.00106086447690732,0.014874,-0.062403,-0.143398
10643,4052.36,15.5331327562481,-21.5670673377944,12.985751424901,-36.040585634717,-1.22496712540234,995.813416,0.625299055692064,0.0870335421017583,-0.356617,-0.096308,-0.214929
10673,4052.73,15.5427161408555,-21.0012609892849,13.944752321972,-35.830854413415,-1.19964976071114,995.825134,0.565887502313195,-0.0778834758407646,-0.034364,-0.005291,-0.131183
10701,4053.08,15.5061414564873,-20.4029557521529,15.274844500074,-37.066310323615,-1.17990682750377,995.847168,0.599422108631472,0.0779904506603299,-0.142265,-0.107748,-0.095718
10725,4053.38,15.5180708559834,-20.1488140178176,16.224056930306,-38.549824587711,-1.17243800616165,995.861877,0.254421562968407,-0.107960017272769,0.015152,-0.104896,-0.122131
10755,4053.75,15.5179350612564,-19.4834284186878,17.562470995583,-37.839157005272,-1.13625023971983,995.876404,0.665385612986558,0.0471096014092892,0.098554,-0.058198,-0.134691
10781,4054.07,15.5403433506669,-19.2350630416223,19.321177804541,-39.077772697594,-1.11161557078513,995.89856,0.249374200668791,-0.0901835421103718,0.350347,-0.065602,-0.132229
10811,4054.44,15.5866129795838,-18.5828411083345,19.459371797482,-37.330537785263,-1.09027613442936,995.924011,0.653861092910265,0.019156568155027,0.27697,-0.133136,-0.1255
10834,4054.72,15.6645911980983,-17.9684469961236,22.704214428967,-37.288192814842,-1.02386947298237,995.941101,0.619322797644386,-0.0554210247394581,0.486788,-0.094811,-0.0322
10870,4055.16,15.8725461875646,-17.3827770149081,26.914083185251,-35.709554149332,-0.924935131173022,995.957458,0.621493849157771,-0.214942191785025,0.635104,-0.236487,0.023653
10916,4055.73,16.4287022648433,-17.0653940557144,22.886135005896,-30.469539057015,-0.92658184924659,995.951843,0.64034484856253,-0.71103428037291,1.443542,-0.199886,-0.064695
10960,4056.27,17.0751072115046,-17.2268404124578,16.174200438078,-27.913189127031,-1.04562678651061,995.942627,0.666261421045727,-0.763329082844487,2.713964,-0.055862,-0.103701
11001,4056.78,17.6080848627899,-17.6176731585549,10.741483363512,-30.060720164064,-1.22760977959143,995.943726,0.660920125424713,-0.387974301724454,3.079628,-0.111645,-0.050833
11050,4057.38,17.7317557327076,-18.2894233395516,10.865942847521,-32.178683005419,-1.24514320595602,995.948242,0.683039376416396,-0.756005080472507,-2.35605,-0.148323,-0.045569
11098,4057.98,17.6931679956243,-18.9369456196918,9.88876513517,-33.876904564149,-1.28678456093869,995.954834,0.648671038918134,-0.241586317674431,-2.483655,-0.159425,-0.103767
11137,4058.46,17.6777195887528,-19.7504930351046,10.511446525748,-35.51871157009,-1.2830674423015,995.949219,0.813694076665012,0.040535852886554,-3.005846,-0.107141,0.023579
11168,4058.84,17.6441290077927,-20.294426892651,11.005357019639,-35.312314225753,-1.26867894300899,995.954651,0.544970062035143,-0.0426899120522374,-2.701611,-0.099136,-0.106556
11198,4059.21,17.6429507595659,-20.977113135354,12.149712819388,-36.464071998736,-1.24916863979589,995.966064,0.682687259471563,0.0599506765425636,-2.713781,-0.090452,-0.171812
11225,4059.54,17.5698658499574,-21.506086659141,9.833813068327,-36.894411342148,-1.31031278645928,995.972168,0.533998495203975,-0.135568535490599,-2.746282,-0.089961,-0.138827
11252,4059.88,17.5442009680382,-22.1769394900841,14.108847376933,-37.150607646601,-1.20784652080647,995.992615,0.671343583382158,0.0990559847566123,-3.025997,-0.115517,-0.12746
11276,4060.17,17.5033361686078,-22.7212264427184,16.555944874788,-35.499979320367,-1.13441698356447,996.010742,0.545818851488615,-0.0367004665755719,-2.949013,-0.0256,-0.184563
11304,4060.52,17.5207324782205,-23.3578650199799,17.751700014032,-34.475908835237,-1.0952986438303,996.031067,0.636876212183906,0.102257369812069,-2.965116,-0.130172,-0.121401
11328,4060.81,17.4848150905974,-23.5904436225234,19.420640697761,-32.587110532711,-1.03335211441157,996.048096,0.235335643485531,-0.180539230060448,-2.768095,-0.118361,-0.18265
11361,4061.22,17.4643568101431,-23.8045093637973,19.484951957555,-31.891946039569,-1.02235127783835,996.066223,0.215041118919804,0.0579400772360126,-2.713073,-0.073042,-0.097794
11386,4061.53,17.4388256749735,-24.0274947727851,20.094828342179,-30.901586628168,-0.994221006376135,996.089966,0.224442267597943,-0.01871975358157,-2.614555,-0.032182,-0.143114
11418,4061.92,17.3870301413954,-24.8014646216987,22.120341141654,-28.134245101702,-0.904500537599555,996.103088,0.775701040560063,0.0471781878412779,-2.578701,-0.019526,-0.192368
11492,4062.84,17.2521602148215,-25.4758263802317,18.995299350692,-24.002894599015,-0.9013364809225,996.147339,0.687716277592627,-0.130569837564949,-2.333606,-0.024259,-0.197124
11522,4063.21,17.196702230121,-26.0326991532188,19.90851488156,-23.11273807964,-0.859740906154081,996.162476,0.5596274415728,0.0981311397628698,-2.292846,-0.111744,-0.138518
11553,4063.59,16.8331064328921,-26.6176887399439,22.284982676978,-22.059438968091,-0.780312027291266,996.153442,0.688777700233839,-0.456848081953269,-2.026838,-0.162471,-0.096112
11591,4064.06,16.1543958790057,-26.7780511614004,22.394556705569,-21.666278008408,-0.768870732869669,996.173889,0.697398108810268,-0.782667273598244,-1.238032,-0.109817,-0.034695
11640,4064.66,15.5483552242917,-26.5114851210845,20.477865288218,-19.861033171616,-0.77010810664004,996.178406,0.662074564543865,-0.646399904515549,-0.622968,-0.110164,-0.080329
11668,4065.01,15.1306689741735,-26.0014262735843,22.520411701715,-22.156739622735,-0.777258341670681,996.172974,0.659258546740952,-0.470257977052315,-0.097393,-0.051357,-0.049795
11729,4065.76,15.0546225048308,-25.2752707272922,19.298862412182,-27.576510934155,-0.960184641583966,996.17749,0.730126662237675,-0.581814037477289,0.282479,-0.068718,-0.144624
11769,4066.25,15.1143832670245,-24.5944737849933,18.126053150997,-30.041243642329,-1.02790091023621,996.180908,0.683414826691315,-0.191900588180455,0.460534,-0.109838,-0.069114
11825,4066.94,15.275621607402,-23.638940514071,15.473614618803,-31.541104027809,-1.11470848175074,996.183716,0.969041606045458,-0.0796108078906554,0.492976,-0.048165,-0.110396
11853,4067.29,15.2974660136906,-23.0099236484879,15.090488236428,-32.736198682992,-1.13885520245741,996.191101,0.629396055972723,0.13245307540541,0.326124,-0.048335,-0.126904
11880,4067.62,15.3623742500129,-22.490843032652,13.802530077739,-31.715418613918,-1.1603185393713,996.227478,0.523123087694533,-0.0896850201026762,0.367219,-0.05261,-0.127278
11906,4067.94,15.3735887265277,-21.8601212485669,12.703487746867,-30.351923368496,-1.17441023184531,996.231995,0.630821475064805,0.106620411759316,0.167259,-0.077242,-0.150449
11958,4068.58,15.3686863537282,-21.2077131822977,14.750367240579,-29.721879746128,-1.11012933930438,996.254028,0.652426484894857,0.0252926445402897,-0.123048,0.015464,-0.112827
